Акушерка посмотрела на меня дико, но у фельдшера мелькнула искра  сочувствия в глазах, и он заметался у инструментов. Под руками у него  взревел примус.;8.6
- Жива... - как беззвучное эхо, отозвались сразу и фельдшер и Анна  Николаевна.;8.6
Весь пол был заляпан белыми пятнами, все мы были в поту. Полутруп лежал  неподвижно. Правая нога была забинтована гипсом, и зияло на голени  вдохновенно оставленное мною окно на месте перелома.;8.6
Затем ее стали подымать, и под простыней бы виден гигантский провал -  треть ее тела мы оставили в операционной.;8.6
- В Москве... в Москве... - И я стал писать адрес - там устроят протез,  искусственную ногу.;8.6
Но тут, под давлением секретаря и директора, истопник наконец произнёс искомое слово. Однако это слово в устах истопника звучало не так, как ожидалось, что-то вроде — «пять кочерыжек».;8.6
Тогда секретарь смотался в юридический отдел и оттуда привёл служащего, который отличался тем, что умел составлять любые бумаги так ловко, что обходил все подводные камни.;8.6
«До сего времени наше учреждение, имея шесть печей, обходилось всего лишь одной кочергой. В силу этого просьба выдать ещё пять штук, для того чтобы на каждую печку имелась бы одна самостоятельная кочерга. Итого выдать — пять штук».;8.6
Но тут произошло что-то странное, непредвиденное, необычное, что-то такое, в чем никто не смог и не захотел увидеть звена сковывавшей всех цепи: какой-то высокий толстый полковник вдруг стал как-то странно надуваться, точно нарочно, он весь разбух, слился в продолговатый шар, вот затрещало пальто, треснул шов на спине, и, словно радуясь, что преодолел неприятное препятствие, полковник звонко лопнул и разлетелся брызгами во все стороны. ;8.6
-- Провалилась, подлая! -- напутственно прошамкали чьи-то губы.;8.6
— А каково стрелял он? — спросил меня граф.  — Да вот как, ваше сиятельство: бывало, увидит он, села на стену муха: вы смеетесь, графиня? Ей-богу, правда. Бывало, увидит муху и кричит: «Кузька, пистолет!» Кузька и несет ему заряженный пистолет. Он хлоп, и вдавит муху в стену!  — Это удивительно! — сказал граф, — а как его звали?  — Сильвио, ваше сиятельство.  — Как не знать, ваше сиятельство, мы были с ним приятели, он в нашем полку принят был, как свой брат товарищ, да вот уж лет пять, как об нем не имею никакого известия. Так и ваше сиятельство, стало быть, знали его?  — Знал, очень знал. Не рассказывал ли он вам... но нет, не думаю, не рассказывал ли он вам одного очень странного происшествия?  — Не пощечина ли, ваше сиятельство, полученная им на бале от какого-то повесы?  — А сказывал он вам имя этого повесы?  — Нет, ваше сиятельство, не сказывал... Ах! ваше сиятельство, — продолжал я, догадываясь об истине, — извините... я не знал... уж не вы ли?..  — Я сам, — отвечал граф с видом чрезвычайно расстроенным, — а простреленная картина есть памятник последней нашей встречи...  — Ах, милый мой, — сказала графиня, — ради бога не рассказывай, мне страшно будет слушать.  — Нет, — возразил граф, — я все расскажу, он знает, как я обидел его друга: пусть же узнает, как Сильвио мне отомстил.;8.6
- Что? Что случилось?! - выкрикнул я, чувствуя, что у меня холодеет лицо.;8.5
На белом лице у нее, как гипсовая, неподвижная, потухала действительно  редкостная красота. Не всегда, не часто встретишь такое лицо. ;8.5
Тут Анна Николаевна склонилась к моему уху и шепнула:  - Зачем, доктор. Не мучайте. Зачем еще колоть. Сейчас отойдет... Не  спасете. ;8.5
И опять покорно фельдшер впрыснул масло.;8.5
Гости разошлись поздно, и по большей части навеселе. Толстый булочник и переплетчик, коего лицо казалось в красненьком сафьянном переплете, под-руки отвели Юрку в его бутку, наблюдая в сем случае русскую пословицу:долг Гости разошлись поздно, и по большей части навеселе. Толстый булочник и переплетчик, коего лицо казалось в красненьком сафьянном переплете, под-руки отвели Юрку в его бутку, наблюдая в сем случае русскую пословицу: долг платежом красен. Гробовщик пришел домой пьян и сердит. Что ж это, в самом деле, рассуждал он вслух, чем ремесло мое нечестнее прочих? разве гробовщик брат палачу? чему смеются басурмане? разве гробовщик гаэр святочный? Хотелось было мне позвать их на новоселье, задать им пир горой: ин не бывать же тому! А созову я тех, на которых работаю: мертвецов православных. - Что ты, батюшка? сказала работница, которая в это время разувала его, что ты это городишь? Перекрестись! Созывать мертвых на новоселие! Экая страсть! - Ей-богу, созову, продолжал Адриян, и на завтрашний же день. Милости просим, мои благодетели, завтра вечером у меня попировать, угощу, чем бог послал. С этим словом гробовщик отправился на кровать и вскоре захрапел. ;8.4
Он стих и шепотом, как будто по секрету, сказал мне, и глаза его стали бездонны: - В мялку попала...;8.4
- В мялку... в мялку?.. - переспросил я - что это такое?;8.4
Я исподлобья взглянул на лица. И у всех - и у Демьяна Лукича и у  Пелагеи Ивановны - заметил в глазах уважение и удивление.;8.4
Вошел он, я его разглядел только тогда. Да, действительно черты лица  правильные. Лет сорока пяти. Глаза искрятся. ;8.4
Затем шелест... на двух костылях впрыгнула очаровательной красоты  одноногая девушка в широчайшей юбке, обшитой по подолу красной каймой.;8.4
— Сами знаете что,— угрюмо ответил истопник.;8.4
Служащему разъяснили его задачу — составить нужное требование таким образом, чтобы слово «кочерга» не упоминалось во множественном числе и, вместе с тем, чтобы склад выдал пять штук.;8.4
Человечество быстрыми шагами шло к гибели и погибло бы окончательно, если бы не жадность Мистера Джеба энд компани, которые, желая еще более вздуть свои акции, переутомили рака, понуждая его к непосильному свисту электрическим раздражением и специальными пилюлями.;8.4
- Бросьте, бросьте! - вдруг закричал Кольбер.;8.4
Кольбер лежал навзничь с черным и распухшим лицом. Это был совсем  другой человек. Глаза его заплыли, усы и рот, вымазанные спасительной  кровью, открыли весь ужас, от которого он избавил свою возлюбленную. Это  отвратительное, отравленное лицо заставило наконец Джой испугаться, так как  она увидела свой предотвращенный конец во всем его незабываемом ужасе, и она  бросилась бежать, крича: Спасите, я умираю!;8.4
— Так точно: я не имею права подвергать себя смерти. Шесть лет тому назад я получил пощечину, и враг мой еще жив.;8.4
— Вы с ним не дрались? — спросил я. — Обстоятельства, верно, вас разлучили?;8.4
— Я с ним дрался, — отвечал Сильвио, — и вот памятник нашего поединка.;8.4
Я спокойно (или беспокойно) наслаждался моею славою, как определился к нам молодой человек богатой и знатной фамилии (не хочу назвать его). Отроду не встречал счастливца столь блистательного! Вообразите себе молодость, ум, красоту, веселость самую бешеную, храбрость самую беспечную, громкое имя, деньги, которым не знал он счета и которые никогда у него не переводились, и представьте себе, какое действие должен был он произвести между нами. Первенство мое поколебалось. Обольщенный моею славою, он стал было искать моего дружества, но я принял его холодно, и он безо всякого сожаления от меня удалился. Я его возненавидел. Успехи его в полку и в обществе женщин приводили меня в совершенное отчаяние. Я стал искать с ним ссоры, на эпиграммы мои отвечал он эпиграммами, которые всегда казались мне неожиданнее и острее моих и которые, конечно, не в пример были веселее: он шутил, а я злобствовал. Наконец однажды на бале у польского помещика, видя его предметом внимания всех дам, и особенно самой хозяйки, бывшей со мною в связи, я сказал ему на ухо какую-то плоскую грубость. Он вспыхнул и дал мне пощечину. Мы бросились к саблям, дамы попадали в обморок, нас растащили, и в ту же ночь поехали мы драться. ;8.4
Граф подвинул мне кресла, и я с живейшим любопытством услышал следующий рассказ.;8.4
«Пять лет тому назад я женился. — Первый месяц, the honey-moon, провел я здесь, в этой деревне. Этому дому обязан я лучшими минутами жизни и одним из самых тяжелых воспоминаний.;8.4
- Что?.. Что? говорите! - выкрикнул я болезненно.;8.3
- Дочка моя, - ответил он шепотом, а потом крикнул: - Помогите! - и  вновь повалился, и стриженые его в скобку волосы метнулись на его глаза.;8.3
В операционной секунд десять было полное молчание, но за закрытыми  дверями слышно было, как глухо выкрикивал кто-то и бухал, все бухал головой.;8.3
- Он вдовец? - машинально шепнул я.;8.3
Вот как потухает изорванный человек, - подумал я, тут уж ничего не  сделаешь;8.3
- Еще минуточку проживет, - одними губами, без звука в ухо сказал мне  фельдшер. Потом запнулся и деликатно посоветовал: - Вторую ногу, может, и не  трогать, доктор. Марлей, знаете ли, замотаем... а то не дотянет до палаты...  А? Все лучше, если не в операционной скончается.;8.3
- Живет... - удивленно хрипнул фельдшер.;8.3
Затем колыхались тени в коридоре, шмыгали сиделки, и я видел, как по  стене прокралась растрепанная мужская фигура и издала сухой вопль. Но его  удалили. И стихло.;8.3
В операционной я мыл окровавленные по локоть руки.;8.3
- Вы, доктор, вероятно, много делали ампутаций? - вдруг спросила Анна  Николаевна. - Очень, очень хорошо... Не хуже Леопольда…;8.3
Она поглядела на меня, и щеки ее замело розовой краской.;8.3
- Руку поцелуй, - вдруг неожиданно сказал отец.;8.3
Я до того растерялся, что вместо губ поцеловал ее в нос.;8.3
Директор нашёл это неудобным. Он сказал, что посылать две одинаковые бумажки — это разводить канцелярщину. Найдутся пройдохи, которые при случае уколют его этим. Лучше уж, если на то пошло, позвонить в Академию наук и у них спросить, как пишется пять коче...;8.3
Уже секретарь хотел звонить в Академию, но директор в последний момент не позволил ему это сделать. Ещё, чего доброго, попадётся какой-нибудь смешливый учёный, который напишет фельетон в газету — дескать, директор малограмотный, дескать, тревожат научное учреждение такой чепухой. Нет, уж лучше обойтись своими средствами. Хорошо бы ещё раз позвать истопника, чтоб услышать это слово из его уст. Всё-таки человек всю жизнь вращается у печей. Уж кому-кому, а ему известно, как произнести пять коче...;8.3
Потеряв терпение, директор прямолинейно спросил истопника, что ему нужно.;8.3
Самое смешное из всей этой истории это то, что вскоре бумажка была возвращена назад с резолюцией заведующего складом: «Отказать за неимением на складе кочерёжек».;8.3
Ждали, волновались. Восторженная молодежь громко ликовала, строя лучезарные планы. Скептики кряхтели и советовали лучше идти домой и позавтракать, потому что, само собой разумеется, ровно ничего не будет, и дураков валять довольно глупо.;8.3
Люди гибли как мухи. В целом свете только одна какая-то девчонка в Северной Гвинее выиграла от рачьего свиста: у нее прошел насморк по желанию тетки, которой она надоела беспрерывным чиханьем. Все остальные добрые желания (если только они были) оказались слишком вялыми и холодными, чтобы рак мог насвистывать их исполнение.;8.3
Вскоре прибегает его помощник и говорит:  — Кроме вас, пчёлы укусили в щеку дежурного телеграфиста. И он теперь отказывается работать.  Начальник станции, лежа на диване, говорит:  — Ай, что же делать?  Тут прибегает ещё один служащий и говорит начальнику:  — Билетная кассирша, то есть ваша жена Клавдия Ивановна, сию минуту укушена в нос. Наружность её теперь окончательно испортилась.  Начальник станции застонал сильнее и сказал:  — Надо скорей вернуть платформу с этим сумасшедшим пчеловодом.  Начальник соскочил с дивана и стал звонить по телефону. И со следующей станции ему ответили:  — Ладно. Платформу сейчас отцепим. Но только у нас нет паровоза доставить её вам.  Начальник станции кричит:  — Паровоз мы пришлём. Отцепляйте платформу поскорей. Уже мою супругу пчёлы укусили. Моя станция Поля опустела. Все пассажиры спрятались в сарай. Только одни пчёлы носятся по воздуху. И я отказываюсь выходить на улицу, пускай происходят крушения!;8.3
